"Date","Open","High","Low","Last","Volume","Turnover"
"2018-05-03",4.858,4.928,4.849,4.85,340269.0,1659529.023
"2018-05-02",5.018,5.018,4.82,4.838,1037093.0,5094481.409
"2018-04-30",4.95,5.01,4.904,4.974,542952.0,2703255.726
"2018-04-27",4.881,5.014,4.837,4.949,794526.0,3940347.997
"2018-04-26",4.714,4.937,4.505,4.893,2849744.0,13353041.509
"2018-04-25",4.881,4.959,4.849,4.914,920500.0,4532011.699
"2018-04-24",4.853,4.897,4.839,4.87,269270.0,1312761.153
"2018-04-23",4.887,4.899,4.811,4.846,314965.0,1525271.842
"2018-04-20",4.908,4.984,4.852,4.882,1603440.0,7900789.318
"2018-04-19",4.751,4.782,4.723,4.767,494437.0,2351457.733
"2018-04-18",4.72,4.773,4.713,4.751,703621.0,3343212.856
"2018-04-17",4.554,4.777,4.536,4.753,1127193.0,5308165.741
"2018-04-16",4.524,4.55,4.496,4.52,288207.0,1300805.447
"2018-04-13",4.56,4.56,4.483,4.512,268938.0,1212482.974
"2018-04-12",4.546,4.573,4.52,4.53,382652.0,1740660.055
"2018-04-11",4.552,4.577,4.461,4.504,389174.0,1756308.489
"2018-04-10",4.459,4.503,4.458,4.485,226912.0,1018739.498
"2018-04-09",4.434,4.49,4.429,4.453,151680.0,674998.459
"2018-04-06",4.45,4.495,4.423,4.464,369435.0,1648181.381
"2018-04-05",4.467,4.506,4.461,4.481,418580.0,1876360.311
"2018-04-04",4.436,4.436,4.338,4.398,579725.0,2533503.103
"2018-04-03",4.425,4.455,4.405,4.445,387255.0,1717345.383
"2018-03-29",4.433,4.503,4.393,4.477,625710.0,2789937.87
"2018-03-28",4.403,4.452,4.356,4.434,710692.0,3134172.344
"2018-03-27",4.514,4.517,4.438,4.47,732853.0,3286968.992
"2018-03-26",4.48,4.513,4.399,4.416,898834.0,3749258.707
"2018-03-23",4.467,4.549,4.424,4.497,676269.0,3037829.112
"2018-03-22",4.645,4.645,4.479,4.537,1553177.0,7047750.365
"2018-03-21",4.665,4.686,4.62,4.651,445827.0,2074295.643
"2018-03-20",4.666,4.728,4.646,4.68,349988.0,1640696.355
"2018-03-19",4.68,4.71,4.64,4.664,705322.0,3289550.64
"2018-03-16",4.726,4.75,4.671,4.675,1327258.0,6238703.81
"2018-03-15",4.722,4.723,4.684,4.723,418777.0,1971375.981
"2018-03-14",4.78,4.78,4.704,4.709,774019.0,3666776.879
"2018-03-13",4.832,4.832,4.724,4.758,892230.0,4260951.528
"2018-03-12",4.824,4.842,4.793,4.821,513088.0,2472621.086
"2018-03-09",4.766,4.82,4.725,4.795,823498.0,3934945.012
"2018-03-08",4.776,4.827,4.74,4.779,742350.0,3550718.024
"2018-03-07",4.684,4.766,4.673,4.743,836123.0,3946543.184
"2018-03-06",4.762,4.774,4.698,4.708,723951.0,3427898.24
"2018-03-05",4.651,4.773,4.651,4.751,886802.0,4192332.527
"2018-03-02",4.713,4.74,4.622,4.653,1494881.0,6995437.105
"2018-03-01",4.78,4.825,4.724,4.756,1206402.0,5757099.152
"2018-02-28",4.818,4.863,4.776,4.786,1210100.0,5810050.221
"2018-02-27",4.811,4.856,4.783,4.849,1172992.0,5663058.496
"2018-02-26",4.742,4.88,4.742,4.79,1948766.0,9364527.204
"2018-02-23",4.65,4.681,4.644,4.678,737472.0,3440035.36
"2018-02-22",4.644,4.69,4.62,4.688,966282.0,4497686.722
"2018-02-21",4.648,4.698,4.635,4.686,752159.0,3510519.697
"2018-02-20",4.61,4.674,4.61,4.67,935913.0,4355716.72
"2018-02-19",4.655,4.663,4.601,4.61,744069.0,3445414.501
"2018-02-16",4.61,4.666,4.602,4.648,1527663.0,7098674.157
"2018-02-15",4.53,4.627,4.53,4.59,1802985.0,8267400.405
"2018-02-14",4.49,4.531,4.415,4.518,1492968.0,6704085.726
"2018-02-13",4.466,4.506,4.418,4.461,1231669.0,5485510.86
"2018-02-12",4.444,4.506,4.442,4.466,1359888.0,6090436.537
"2018-02-09",4.404,4.485,4.358,4.391,1943605.0,8553908.516
"2018-02-08",4.5,4.561,4.424,4.432,1561119.0,6971261.894
"2018-02-07",4.425,4.551,4.418,4.507,2592674.0,11648185.986
"2018-02-06",4.272,4.475,4.224,4.368,4412542.0,19311401.131
"2018-02-05",4.382,4.485,4.33,4.41,2857897.0,12604469.394
"2018-02-02",4.458,4.505,4.32,4.391,4079359.0,17934312.067
"2018-02-01",3.905,4.493,3.89,4.328,10637834.0,44945576.208
"2018-01-31",3.95,3.95,3.85,3.853,2974514.0,11525567.11
"2018-01-30",3.98,4.032,3.948,3.989,1328883.0,5287088.894
"2018-01-29",3.909,4.022,3.895,3.99,2446716.0,9745959.427
"2018-01-26",3.893,3.902,3.845,3.874,2167439.0,8389275.502
"2018-01-25",3.985,3.99,3.865,3.882,2400537.0,9401736.639
"2018-01-24",4.008,4.01,3.954,3.974,1804238.0,7163265.016
"2018-01-23",4.011,4.026,3.997,4.015,1259426.0,5048976.743
"2018-01-22",3.977,4.018,3.975,3.981,1063795.0,4247137.108
"2018-01-19",3.957,4.013,3.957,3.975,1075293.0,4284323.283
"2018-01-18",4.03,4.052,3.933,3.97,1986721.0,7885112.584
"2018-01-17",4.038,4.084,4.002,4.036,1123302.0,4548328.41
"2018-01-16",4.028,4.104,4.027,4.027,1555858.0,6315143.625
"2018-01-15",4.0,4.05,4.0,4.028,1116054.0,4493869.25
"2018-01-12",4.001,4.008,3.97,3.989,1409895.0,5617537.093
"2018-01-11",4.052,4.062,3.987,3.987,982775.0,3944121.676
"2018-01-09",4.079,4.118,4.068,4.104,1190652.0,4879597.342
"2018-01-08",4.07,4.124,4.045,4.062,1151392.0,4700286.532
"2018-01-05",4.009,4.066,3.98,4.066,1291859.0,5207649.05
"2018-01-04",4.009,4.068,3.992,4.047,1417201.0,5720155.0
"2018-01-03",3.943,4.005,3.937,3.984,1909660.0,7596915.008
"2018-01-02",3.919,3.976,3.892,3.913,1726175.0,6762732.934
"2017-12-29",3.932,3.968,3.882,3.894,1141862.0,4468797.12
"2017-12-28",3.97,3.975,3.921,3.922,1514319.0,5954244.736
"2017-12-27",3.95,4.035,3.945,4.003,1929397.0,7672271.261
"2017-12-22",4.024,4.074,4.011,4.034,1592579.0,6439521.38
"2017-12-21",3.94,4.048,3.924,4.017,2526500.0,10095052.213
"2017-12-20",3.939,3.952,3.868,3.868,1177241.0,4592737.61
"2017-12-19",3.966,3.999,3.945,3.945,1060923.0,4218188.488
"2017-12-18",3.901,4.003,3.901,3.977,1812374.0,7176284.501
"2017-12-15",3.93,3.936,3.889,3.916,2289021.0,8953657.664
"2017-12-14",3.97,3.994,3.901,3.904,2102380.0,8251125.773
"2017-12-13",3.878,3.987,3.875,3.95,2098649.0,8280059.26
"2017-12-12",3.865,3.896,3.811,3.86,2455699.0,9472942.973
"2017-12-11",3.949,3.957,3.867,3.905,1714878.0,6690607.604
"2017-12-08",3.932,3.983,3.914,3.94,2418422.0,9517547.867
"2017-12-07",3.995,4.01,3.918,3.928,1794954.0,7104103.961
"2017-12-06",4.04,4.04,3.964,4.012,2280527.0,9114152.532
"2017-12-05",4.011,4.044,3.984,4.028,1178228.0,4739186.766
"2017-12-04",4.137,4.14,3.993,4.024,2434726.0,9836256.921
"2017-12-01",4.199,4.22,4.123,4.126,1527532.0,6343689.201
"2017-11-30",4.217,4.226,4.181,4.214,1440600.0,6057112.733
"2017-11-29",4.24,4.304,4.204,4.204,1511944.0,6433930.362
"2017-11-28",4.204,4.234,4.2,4.217,750360.0,3162569.945
"2017-11-27",4.249,4.259,4.189,4.208,1618487.0,6820549.36
"2017-11-24",4.234,4.295,4.232,4.256,1055500.0,4498189.093
"2017-11-23",4.256,4.281,4.221,4.224,933808.0,3958894.149
"2017-11-22",4.287,4.306,4.26,4.26,786296.0,3364524.73
"2017-11-21",4.3,4.321,4.241,4.293,1167286.0,5006345.719
"2017-11-20",4.185,4.296,4.172,4.281,2523913.0,10759159.965
"2017-11-17",4.176,4.223,4.168,4.189,1146687.0,4810950.933
"2017-11-16",4.145,4.181,4.145,4.172,1134674.0,4729958.121
"2017-11-15",4.08,4.129,4.037,4.1,1840440.0,7537663.683
"2017-11-14",4.17,4.178,4.084,4.095,1434096.0,5894026.596
"2017-11-13",4.215,4.218,4.141,4.17,2451208.0,10172185.234
"2017-11-10",4.257,4.261,4.206,4.206,1640605.0,6931366.179
"2017-11-09",4.35,4.357,4.24,4.276,1677624.0,7181204.614
"2017-11-08",4.41,4.43,4.328,4.348,1115951.0,4869380.728
"2017-11-07",4.441,4.463,4.298,4.368,2208292.0,9619524.602
"2017-11-06",4.35,4.466,4.343,4.429,2138467.0,9280190.504
"2017-11-03",4.352,4.356,4.256,4.309,1842260.0,7937298.888
"2017-11-01",4.25,4.324,4.217,4.285,1786541.0,7641661.34
"2017-10-31",4.188,4.245,4.188,4.221,2050685.0,8647895.99
"2017-10-30",4.26,4.287,4.158,4.165,3078675.0,12942981.16
"2017-10-27",4.228,4.385,4.171,4.236,5313225.0,22756673.02
"2017-10-26",4.606,4.632,4.185,4.191,14547078.0,62825464.555
"2017-10-25",5.11,5.127,5.066,5.096,1994653.0,10172051.9
"2017-10-24",5.181,5.195,5.11,5.11,1550236.0,7954870.729
"2017-10-23",5.199,5.225,5.151,5.165,1590130.0,8246150.956
"2017-10-20",4.988,5.194,4.988,5.176,4382725.0,22416923.344
"2017-10-19",5.004,5.013,4.885,4.962,3530017.0,17452049.605
"2017-10-18",4.995,5.036,4.98,4.988,2425846.0,12153210.197
"2017-10-17",4.99,5.016,4.98,5.001,2275663.0,11379921.02
"2017-10-16",5.031,5.065,4.984,4.989,2360371.0,11853808.614
"2017-10-13",4.939,5.057,4.939,5.004,3082373.0,15448779.679
"2017-10-12",4.96,4.968,4.867,4.942,3993836.0,19685551.805
"2017-10-11",5.033,5.035,4.969,4.98,2440877.0,12198409.299
"2017-10-10",5.076,5.092,5.014,5.02,2930173.0,14786222.255
"2017-10-09",5.071,5.089,5.04,5.089,2329090.0,11808247.143
"2017-10-06",5.091,5.095,5.04,5.045,2386610.0,12069743.949
"2017-10-05",5.047,5.087,5.016,5.082,2327806.0,11778268.704
"2017-10-04",5.121,5.121,5.049,5.05,2376527.0,12049445.553
"2017-10-03",5.113,5.138,5.093,5.118,1754007.0,8981373.004
"2017-10-02",5.089,5.113,5.072,5.106,2353709.0,11989274.05
"2017-09-29",5.03,5.077,4.983,5.062,3684983.0,18539952.221
"2017-09-28",5.012,5.046,5.012,5.027,2084118.0,10482813.474
"2017-09-27",5.054,5.062,4.992,5.008,2611325.0,13125030.497
"2017-09-26",5.054,5.087,5.019,5.062,3227671.0,16326035.127
"2017-09-25",5.04,5.081,5.014,5.038,3125470.0,15792393.655
"2017-09-22",5.07,5.094,5.011,5.044,4398902.0,22180350.353
"2017-09-21",5.186,5.192,5.111,5.111,2704410.0,13904504.096
"2017-09-20",5.21,5.24,5.166,5.166,2342186.0,12194101.415
"2017-09-19",5.216,5.26,5.205,5.225,3349803.0,17502952.664
"2017-09-18",5.216,5.264,5.214,5.214,5612467.0,29360500.953
"2017-09-15",5.079,5.222,5.064,5.177,111279664.0,576179227.459
"2017-09-14",5.064,5.09,5.041,5.059,5381198.0,27250075.326
"2017-09-13",5.105,5.121,5.044,5.076,4088268.0,20738560.0
"2017-09-12",5.124,5.153,5.093,5.094,4601780.0,23542534.401
"2017-09-11",5.08,5.13,5.049,5.085,5224785.0,26620811.707
"2017-09-08",5.12,5.123,4.973,4.989,7284856.0,36612552.623
"2017-09-07",5.199,5.248,5.158,5.172,2505746.0,13012561.622
"2017-09-06",5.106,5.167,5.103,5.162,2061474.0,10606388.928
"2017-09-05",5.185,5.222,5.139,5.147,2535408.0,13125805.005
"2017-09-04",5.181,5.203,5.165,5.165,2155258.0,11156687.413
"2017-09-01",5.208,5.28,5.208,5.241,2675753.0,14052085.931
"2017-08-31",5.199,5.232,5.169,5.2,3041308.0,15807140.955
"2017-08-30",5.2,5.2,5.148,5.156,2310771.0,11945166.907
"2017-08-29",5.133,5.16,5.092,5.135,3208415.0,16447575.514
"2017-08-28",5.215,5.23,5.143,5.207,1606508.0,8337002.864
"2017-08-25",5.246,5.285,5.228,5.232,1856780.0,9754551.047
"2017-08-24",5.31,5.31,5.226,5.232,1944462.0,10205333.888
"2017-08-23",5.279,5.329,5.248,5.276,2398393.0,12673796.059
"2017-08-22",5.243,5.297,5.232,5.297,2185520.0,11533593.059
"2017-08-21",5.241,5.254,5.19,5.236,3033958.0,15843778.715
"2017-08-18",5.307,5.33,5.228,5.261,4406881.0,23196753.714
"2017-08-17",5.4,5.436,5.336,5.356,2596567.0,13976350.99
"2017-08-16",5.421,5.456,5.403,5.428,1933401.0,10507107.011
"2017-08-15",5.395,5.429,5.382,5.392,1683748.0,9099997.188
"2017-08-14",5.299,5.385,5.299,5.382,2458360.0,13171575.956
"2017-08-11",5.313,5.33,5.254,5.286,3097360.0,16370613.171
"2017-08-10",5.4,5.443,5.349,5.356,3360733.0,18117827.012
"2017-08-09",5.46,5.47,5.387,5.412,3555304.0,19266978.219
"2017-08-08",5.5,5.547,5.491,5.518,1830451.0,10098181.311
"2017-08-07",5.569,5.572,5.495,5.529,1854693.0,10247615.005
"2017-08-04",5.499,5.585,5.491,5.567,3406781.0,18924279.643
"2017-08-03",5.481,5.54,5.442,5.495,2635981.0,14487543.662
"2017-08-02",5.549,5.566,5.497,5.506,2883620.0,15937773.223
"2017-08-01",5.465,5.52,5.443,5.504,4143973.0,22757370.152
"2017-07-31",5.405,5.447,5.368,5.4,3096935.0,16737841.528
"2017-07-28",5.434,5.449,5.355,5.386,4504710.0,24270681.967
"2017-07-27",5.4,5.635,5.397,5.478,7076122.0,39045871.901
"2017-07-26",5.295,5.348,5.288,5.311,4144436.0,22030377.33
"2017-07-25",5.29,5.333,5.249,5.274,4639654.0,24497767.859
"2017-07-24",5.318,5.37,5.284,5.336,3463906.0,18453094.761
"2017-07-21",5.366,5.409,5.276,5.306,4794078.0,25540297.059
"2017-07-20",5.43,5.473,5.342,5.387,3861317.0,20889001.672
"2017-07-19",5.362,5.431,5.346,5.431,3174024.0,17133328.209
"2017-07-18",5.391,5.41,5.295,5.321,6416490.0,34244894.912
"2017-07-17",5.503,5.528,5.469,5.503,2267174.0,12485968.265
"2017-07-14",5.551,5.558,5.474,5.479,2751374.0,15134869.792
"2017-07-13",5.57,5.591,5.509,5.523,2144862.0,11881462.022
"2017-07-12",5.431,5.562,5.426,5.541,4003162.0,22053852.266
"2017-07-11",5.492,5.511,5.402,5.413,2427486.0,13237571.861
"2017-07-10",5.48,5.494,5.443,5.473,1702974.0,9319538.816
"2017-07-07",5.413,5.478,5.378,5.476,1749469.0,9514293.729
"2017-07-06",5.491,5.51,5.38,5.411,2874000.0,15570950.499
"2017-07-05",5.435,5.528,5.42,5.467,3048770.0,16732848.911
"2017-07-04",5.441,5.441,5.403,5.416,1398439.0,7581278.064
"2017-07-03",5.414,5.475,5.397,5.45,2236449.0,12172202.527
"2017-06-30",5.4,5.511,5.354,5.367,3777081.0,20460541.191
"2017-06-29",5.613,5.645,5.393,5.402,5066714.0,27771465.882
"2017-06-28",5.537,5.613,5.464,5.571,4396117.0,24392146.167
"2017-06-27",5.675,5.675,5.556,5.578,4838872.0,27037215.591
"2017-06-26",5.708,5.777,5.678,5.694,3347237.0,19158304.73
"2017-06-23",5.686,5.743,5.607,5.699,3954331.0,22439640.981
"2017-06-22",5.729,5.761,5.686,5.752,3544810.0,20310913.322
"2017-06-21",5.731,5.751,5.666,5.728,2955898.0,16889382.471
"2017-06-20",5.808,5.83,5.771,5.771,2788062.0,16172130.763
"2017-06-19",5.763,5.795,5.741,5.765,2598229.0,14989187.282
"2017-06-16",5.703,5.756,5.667,5.715,4113647.0,23473862.898
"2017-06-15",5.696,5.705,5.614,5.684,4248126.0,24081208.898
"2017-06-14",5.78,5.805,5.69,5.694,2687422.0,15457971.745
"2017-06-13",5.691,5.777,5.688,5.741,2727891.0,15680725.297
"2017-06-12",5.68,5.759,5.612,5.699,4523582.0,25669129.214
"2017-06-09",5.823,5.875,5.79,5.81,2782508.0,16212055.926
"2017-06-08",5.815,5.871,5.781,5.793,2418642.0,14093087.558
"2017-06-07",5.73,5.879,5.719,5.816,3437434.0,20036894.093
"2017-06-06",5.756,5.784,5.706,5.768,3026215.0,17409556.872
"2017-06-05",5.824,5.846,5.743,5.8,2193911.0,12691487.279
"2017-06-02",5.83,5.891,5.819,5.828,3808806.0,22285405.353
"2017-06-01",5.648,5.84,5.636,5.793,3942936.0,22722313.546
"2017-05-31",5.688,5.735,5.634,5.636,3436102.0,19499206.395
"2017-05-30",5.659,5.686,5.626,5.645,2719139.0,15379931.2
"2017-05-29",5.74,5.74,5.664,5.693,1089869.0,6202212.697
"2017-05-26",5.71,5.758,5.655,5.749,2415057.0,13801701.964
"2017-05-25",5.82,5.825,5.621,5.694,3764583.0,21423677.099
"2017-05-24",5.772,5.813,5.708,5.718,4795469.0,27613967.819
"2017-05-23",5.693,5.927,5.678,5.83,7850328.0,46008383.297
"2017-05-22",5.555,5.57,5.504,5.513,2547695.0,14098293.393
"2017-05-19",5.54,5.555,5.515,5.54,5315170.0,29428259.09
"2017-05-18",5.521,5.55,5.35,5.538,5483352.0,30101807.051
"2017-05-17",5.635,5.65,5.518,5.534,3869681.0,21619067.971
"2017-05-16",5.677,5.685,5.635,5.666,2251706.0,12748731.991
"2017-05-15",5.657,5.689,5.639,5.677,1978069.0,11217713.725
"2017-05-12",5.606,5.65,5.601,5.65,3563637.0,20078247.976
"2017-05-11",5.638,5.668,5.564,5.598,3595959.0,20225933.711
"2017-05-10",5.678,5.678,5.585,5.619,3420366.0,19212438.958
"2017-05-09",5.62,5.681,5.614,5.675,3271939.0,18516098.817
"2017-05-08",5.634,5.643,5.538,5.599,3780962.0,21123659.166
"2017-05-05",5.507,5.609,5.484,5.604,3639343.0,20248517.421
"2017-05-04",5.404,5.504,5.384,5.504,5680345.0,31062101.076
"2017-05-03",5.35,5.39,5.307,5.385,3520235.0,18879994.031
"2017-05-02",5.27,5.385,5.263,5.35,4865458.0,25994160.564
"2017-04-28",5.25,5.313,5.232,5.245,4110904.0,21671140.62
"2017-04-27",5.057,5.324,5.057,5.204,7507831.0,39296153.76
"2017-04-26",4.97,5.006,4.936,4.974,2281677.0,11350827.34
"2017-04-25",4.959,5.005,4.94,4.962,2247862.0,11182114.975
"2017-04-24",4.96,5.016,4.927,4.936,5612972.0,27923927.717
"2017-04-21",4.887,4.898,4.825,4.842,3996698.0,19418390.137
"2017-04-20",4.823,4.943,4.817,4.923,5175647.0,25403002.417
"2017-04-19",4.867,4.895,4.818,4.857,2447480.0,11887032.219
"2017-04-18",4.972,4.981,4.853,4.871,3231832.0,15801141.088
"2017-04-13",4.989,4.989,4.925,4.965,3747400.0,18566732.78
"2017-04-12",4.953,5.005,4.953,4.982,1969962.0,9806334.892
"2017-04-11",4.966,4.98,4.893,4.93,2076016.0,10248681.936
"2017-04-10",4.96,5.022,4.931,5.016,2864965.0,14309138.786
"2017-04-07",4.893,4.961,4.885,4.961,2490079.0,12276941.348
"2017-04-06",4.846,4.949,4.802,4.937,2438449.0,11877732.231
"2017-04-05",4.961,4.97,4.871,4.894,1881452.0,9239439.271
"2017-04-04",4.978,4.994,4.933,4.974,2389466.0,11867585.459
"2017-04-03",5.05,5.059,4.952,4.961,2184194.0,10906526.443
"2017-03-31",4.982,5.034,4.959,5.034,2361172.0,11836295.097
"2017-03-30",4.97,4.994,4.93,4.978,1206596.0,5987809.935
"2017-03-29",5.001,5.005,4.942,4.981,1211177.0,6027245.022
"2017-03-28",4.99,5.024,4.947,4.974,1780101.0,8860447.951
"2017-03-27",4.932,5.045,4.911,5.032,2229698.0,11141683.996
"2017-03-24",4.98,4.988,4.939,4.955,1974216.0,9797482.85
"2017-03-23",4.988,5.002,4.88,4.995,1757577.0,8711244.66
"2017-03-22",4.981,4.981,4.894,4.966,2179809.0,10769878.66
"2017-03-21",5.141,5.165,4.998,5.029,2438262.0,12350382.31
"2017-03-20",5.082,5.164,5.055,5.151,2183925.0,11199775.47
"2017-03-17",5.033,5.1,5.018,5.088,4843116.0,24590549.34
"2017-03-16",5.03,5.069,5.001,5.06,2227216.0,11226331.64
"2017-03-15",4.99,5.006,4.974,4.99,973225.0,4855992.97
"2017-03-14",5.0,5.008,4.957,4.973,1046819.0,5214925.52
"2017-03-13",5.0,5.01,4.981,4.999,1484769.0,7419463.65
"2017-03-10",4.967,5.0,4.941,4.994,1385165.0,6906582.1
"2017-03-09",4.892,4.965,4.87,4.962,1444319.0,7128002.71
"2017-03-08",4.898,4.906,4.857,4.894,1489540.0,7277174.73
"2017-03-07",4.98,4.98,4.9,4.91,1423165.0,7013893.06
"2017-03-06",4.972,4.988,4.941,4.959,2070068.0,10267118.8
"2017-03-03",4.918,4.977,4.86,4.973,1853552.0,9167468.84
"2017-03-02",4.956,4.96,4.912,4.929,3030845.0,14942867.76
"2017-03-01",4.871,4.941,4.82,4.941,2949969.0,14437100.74
"2017-02-28",4.886,4.886,4.797,4.836,1588544.0,7668700.5
"2017-02-27",4.87,4.915,4.825,4.847,2019576.0,9818346.07
"2017-02-24",4.821,4.847,4.742,4.803,2422441.0,11629273.15
"2017-02-23",4.798,4.846,4.775,4.818,2391768.0,11516881.27
"2017-02-22",4.783,4.827,4.742,4.791,1796558.0,8597675.62
"2017-02-21",4.727,4.789,4.675,4.746,2238699.0,10610741.96
"2017-02-20",4.719,4.751,4.712,4.715,1215923.0,5746269.34
"2017-02-17",4.714,4.73,4.652,4.699,2863000.0,13397652.77
"2017-02-16",4.696,4.756,4.691,4.724,2575600.0,12172581.5
"2017-02-15",4.677,4.688,4.58,4.681,1825865.0,8528500.11
"2017-02-14",4.658,4.71,4.643,4.678,1929438.0,9012674.37
"2017-02-13",4.57,4.653,4.552,4.639,1979911.0,9150797.76
